CLIENTNUM,Customer_Age,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,transaction_amount_intensity,open_to_buy_ratio,credit_stress_label,Gender_Encoded,Education_Level_Encoded,Income_Category_Encoded,Card_Category_Encoded,Credit_Limit_Normalized,Total_Revolving_Bal_Normalized,Total_Trans_Amt_Normalized,Avg_Utilization_Ratio_Normalized
714414483,54,44,6,3,1,42.94285714285714,0.25093378607809846,2,0,6,4,0,0.04555032544584419,0.876440206595153,0.05524646711917214,0.7497497497497498
708655983,49,40,3,3,2,56.375,1.0,0,0,3,5,0,0.11574867660085195,0.0,0.04690107933681985,0.0
720426708,56,45,2,1,3,30.037037037037038,1.0,2,1,3,2,0,0.2138510234992155,0.0,0.01674641148325359,0.0
713743158,47,36,4,3,2,60.476190476190474,0.9100876042595604,0,1,2,2,0,0.5328272521970996,0.680969408025427,0.04228329809725159,0.0900900900900901
721279083,53,33,5,3,3,34.716981132075475,0.7810639880952381,0,1,2,3,0,0.1190439480374996,0.4676201827572507,0.07399577167019028,0.21921921921921925
779149683,30,13,5,1,2,34.46666666666667,0.7568193515182707,0,0,2,5,0,0.19147945594766264,0.7508939213349225,0.11544453098920662,0.24324324324324326
714970458,39,29,6,1,1,54.75757575757576,0.7768450888477052,0,0,3,1,0,0.23383427505539991,0.813269765593961,0.07215978635807277,0.22322322322322324
719070108,44,35,4,1,3,33.25,0.9499942055858153,0,1,2,3,3,1.0000000000000002,0.6857369884783472,0.06782018471124958,0.05005005005005006
715490733,54,36,5,1,2,34.6,0.8712317327766179,0,0,5,5,0,0.31854391327087433,0.6126340882002383,0.03900077890285969,0.12912912912912913
714989583,46,36,3,2,3,40.06818181818182,0.8902304446608245,0,1,2,2,0,0.4222391520571261,0.6718315454906635,0.0697118059419161,0.11011011011011013
820355433,43,38,6,1,1,41.029411764705884,1.0,0,1,6,1,0,0.03557381559177331,0.0,0.04923778791587849,0.0
715901508,35,25,6,1,2,42.86046511627907,0.9038389396023508,0,1,3,3,0,0.6818097993512245,0.9165673420738975,0.07416267942583732,0.09609609609609611
710370483,39,31,4,3,3,45.96969696969697,0.3156779661016949,1,0,0,4,0,0.013595262064774766,0.5133094954310687,0.05602536997885835,0.6846846846846848
778573233,61,54,3,2,2,39.54,0.32591876208897486,1,0,2,4,0,0.0502967255885385,0.8307508939213349,0.08161789251140536,0.6746746746746748
708833133,40,29,5,2,2,41.36734693877551,0.20599369085173502,2,0,2,4,0,0.052352491255437957,1.0,0.08439968843885613,0.7947947947947949
719885883,53,36,6,2,0,34.81395348837209,0.9449240931741801,0,1,0,0,0,1.0000000000000002,0.755264203416766,0.054912651607878046,0.05505505505505506
712523283,55,41,4,3,2,36.58064516129032,1.0,0,1,6,0,0,0.4081208790212137,0.0,0.03471681317458551,0.0
711309033,41,24,6,2,2,56.353846153846156,0.8664585501214013,0,1,6,2,0,0.47946804040184177,0.9177592371871275,0.17542005118504506,0.13413413413413416
708134283,35,36,4,3,3,47.83870967741935,0.7991057170233152,0,1,5,4,0,0.05117344918177504,0.24990067540723082,0.05413374874819184,0.20120120120120122
720147633,61,47,3,2,2,31.047619047619047,0.8631137221989089,0,1,6,1,0,0.316730002388316,0.6479936432260628,0.08044953822187605,0.13713713713713716
708983658,51,39,3,3,1,37.6,1.0,2,1,5,0,0,0.46646834574350693,0.0,0.02392344497607655,0.0
766285608,42,35,4,3,3,38.982142857142854,0.41824862216778935,1,1,3,1,0,0.05525474866753131,0.7548669050456893,0.0930788917325025,0.5825825825825826
779715108,46,30,3,3,3,39.45945945945946,0.535740072202166,1,1,6,3,0,0.040259752038382356,0.5109257052046087,0.13408256370312674,0.46446446446446454
798035358,46,40,3,2,2,29.78048780487805,0.3892013498312711,1,0,3,4,0,0.06402198459989661,0.8629320619785459,0.03955713808834985,0.6116116116116117
719391783,46,35,3,2,2,29.833333333333332,0.8288337523226582,0,1,5,1,0,0.23310871070237657,0.6221692491060786,0.07121397574273951,0.1711711711711712
809342208,26,19,4,1,2,42.659574468085104,1.0,0,1,2,5,0,0.0,0.0,0.08317569823077779,0.0
780713058,46,35,4,3,3,50.57971014492754,0.8887830759812257,0,1,3,2,0,0.40095593103510824,0.6495828367103695,0.16579503727606543,0.11111111111111112
779338683,62,44,5,2,2,38.857142857142854,0.9351096121416527,0,1,2,2,0,0.40470468019239547,0.3822010329757648,0.07755647045732725,0.06506506506506507
783387783,55,49,4,5,3,31.07547169811321,0.8150488792337316,0,1,5,2,0,0.26267545808807746,0.744139849026619,0.06325803939023034,0.1851851851851852
787800108,55,45,5,1,2,48.794871794871796,0.1700238989416183,2,1,0,3,0,0.045066615877161965,0.9658323400874056,0.07750083453877823,0.8308308308308309
721397808,32,24,5,2,0,38.146341463414636,0.685140562248996,0,1,3,1,0,0.06943348539952901,0.46722288438617404,0.05864025815066207,0.31531531531531537
778698408,37,18,5,1,2,49.588235294117645,0.30921501706484644,1,0,5,4,0,0.04509684772520461,0.8041319030591975,0.06542784021364192,0.6916916916916916
709545333,33,29,6,2,3,37.6875,0.8823529411764706,0,0,3,5,0,0.34094571267046986,0.5943583631307111,0.105819517080227,0.11811811811811812
716032233,42,32,5,2,2,61.246153846153845,0.9183996383363472,0,1,0,3,0,0.625246011663447,0.7171235597934048,0.19311227328363192,0.08208208208208209
717835908,33,22,3,3,3,56.875,0.5265243690467913,1,1,4,3,0,0.0,0.27056019070321813,0.12351173917881383,0.4734734734734735
719466558,60,36,3,2,2,40.029411764705884,1.0,0,0,3,5,0,0.09395151416210923,0.0,0.04734616668521198,0.0
778663458,65,47,3,2,1,45.611111111111114,1.0,2,1,3,4,0,0.00969535366727433,0.0,0.01730277066874374,0.0
716024808,57,36,3,3,3,44.666666666666664,0.4992752122592669,2,1,2,3,0,0.10250712715817606,0.9606674612634089,0.023812173138978526,0.5015015015015015
713008308,59,47,5,3,2,44.30952380952381,0.781851274050962,0,0,6,4,0,0.18906090810425152,0.6666666666666666,0.0751641259597196,0.21821821821821824
794831733,45,39,4,3,2,48.035714285714285,0.4397031539888683,1,0,2,4,0,0.02169739734020202,0.4799364322606277,0.04645599198842773,0.5605605605605607
713854608,62,36,6,3,3,38.79365079365079,0.8247032874698036,0,1,5,2,0,0.24435495817423827,0.6630909813269765,0.10759986647379549,0.17517517517517517
715993608,51,41,6,3,2,33.72,0.9057797409597964,0,1,0,0,0,0.7641311215713306,1.0,0.06542784021364192,0.0940940940940941
789368658,57,47,6,2,3,48.93333333333333,0.3369980879541109,1,1,2,3,0,0.01976255906547312,0.5510528406833533,0.0532992099699566,0.6636636636636638
802817358,38,32,4,2,1,45.490196078431374,0.8212868725202691,0,0,3,5,0,0.30702557916662887,0.823202224870878,0.10070101257371758,0.1791791791791792
708098133,32,19,6,1,0,40.97435897435897,0.49964714184897674,1,0,2,4,0,0.042194590313111256,0.5633690901867302,0.06053187938132859,0.5005005005005005
801499908,43,37,4,3,2,39.74193548387097,0.5647756138865369,1,0,2,4,0,0.09933278311369897,0.8168454509336511,0.040169133192389,0.43543543543543545
824770683,51,47,6,4,3,52.98684210526316,0.6224991800590357,0,0,6,4,0,0.04869443764227865,0.45729042510925705,0.1956715255368866,0.3783783783783784
718310733,50,36,4,3,1,40.041666666666664,1.0,0,1,6,3,0,0.5797168485112326,0.0,0.07855791699120952,0.0
708162558,64,54,6,1,2,37.638888888888886,0.3870769230769231,1,0,5,5,0,0.05477103909884908,0.7914183551847438,0.04701235117391789,0.6136136136136137
721129383,53,36,3,1,2,56.214285714285715,0.1953324808184143,2,0,1,4,0,0.05108275363764712,1.0,0.10298208523422722,0.805805805805806
721249158,42,30,2,2,3,50.57142857142857,1.0,2,1,5,2,0,0.15042460630575888,0.0,0.011015911872705019,0.0
721049658,53,34,6,3,0,27.20967741935484,1.0,0,1,2,3,0,0.03227854415512566,0.0,0.06548347613219094,0.0
806392908,52,47,6,2,3,36.72727272727273,0.6869728209934396,0,0,3,5,0,0.18231920599074303,0.9288835915772745,0.0390564148214087,0.31331331331331336
714886533,60,36,4,3,2,51.529411764705884,0.2725433526011561,2,0,3,4,0,0.06111972718780328,1.0,0.06909981083787693,0.7277277277277278
772375533,30,19,5,3,2,40.0,0.7613214178130334,0,1,2,3,0,0.2575965076169141,0.944378228049265,0.058417714476466,0.23923923923923926
826775058,43,39,4,1,2,42.22222222222222,0.39712574850299404,1,0,5,4,0,0.08273549853829015,1.0,0.0561922777345054,0.6036036036036037
711878733,60,48,3,1,3,37.44444444444444,0.7980319563522993,0,1,5,2,0,0.266817221269919,0.8235995232419547,0.06537220429509291,0.20220220220220222
714550383,46,36,4,3,3,41.95,1.0,0,1,3,1,0,0.08134483352832877,0.0,0.06498275286524981,0.0
712636308,65,45,6,2,2,62.57692307692308,0.43039879608728365,1,0,3,1,0,0.036873785057606794,0.6015097338100914,0.062145321019250035,0.5705705705705706
772139433,44,33,4,2,3,26.83606557377049,0.729788624972761,0,0,0,1,0,0.09525148362794272,0.49264998013508143,0.06270168020474018,0.2702702702702703
709058808,56,36,6,1,2,40.642857142857146,0.627831715210356,0,0,0,4,0,0.040592302366851386,0.41120381406436235,0.06659619450317125,0.3723723723723724
813240408,45,39,4,3,2,48.32,0.9663987138263666,0,0,3,5,0,0.7086859122611306,0.3321414382201033,0.03883387114721264,0.03403403403403404
767753958,37,31,6,1,2,36.88235294117647,0.7699905926622765,0,1,2,1,0,0.21360916871487437,0.7771156138259833,0.0762768443306999,0.23023023023023026
710111733,48,39,5,1,3,48.57142857142857,0.753306142627611,0,1,3,3,0,0.20112341547326448,0.7930075486690504,0.04729053076666295,0.24724724724724725
761544333,37,30,4,4,3,51.28125,0.2633889376646181,2,0,0,1,0,0.0598197577219698,1.0,0.06292422387893624,0.7377377377377378
788814783,39,22,4,3,3,31.379310344827587,0.9081920903954802,0,1,5,2,0,0.2347714623447217,0.3357171235597934,0.07288305329920997,0.0920920920920921
715034358,41,32,5,2,3,43.0,0.8533771500489442,0,1,2,0,0,0.3888934236660953,0.833134684147795,0.055357738956270164,0.14714714714714716
709624533,55,45,5,2,0,42.81578947368421,0.21022905553812363,2,0,3,4,0,0.05286643267216282,1.0,0.062145321019250035,0.7907907907907908
709942383,34,36,5,3,2,50.088235294117645,0.8761286234753682,0,1,2,3,0,0.14737118965345233,0.31068732618196265,0.06637365082897519,0.12412412412412413
803957508,52,47,6,1,3,43.42424242424242,0.9356136820925554,0,1,6,3,0,0.43732484423040296,0.40683353198251887,0.05135195282074108,0.06406406406406408
713378133,54,39,6,2,3,40.75,0.8043775649794802,0,0,4,4,3,0.31010922766697807,0.9090186730234406,0.1076555023923445,0.19619619619619622
709217358,40,36,5,3,2,37.0,0.9100682342545776,0,1,4,3,0,0.5723705094368714,0.7278506158124751,0.06425948592411261,0.0900900900900901
720998358,52,41,3,3,1,39.18421052631579,0.9697821300266543,0,1,3,0,3,1.0000000000000002,0.41438220103297574,0.05446756425948593,0.030030030030030033
721051908,45,33,3,1,3,43.53125,1.0,0,1,2,2,0,0.18482844937828208,0.0,0.04912651607878046,0.0
715232058,61,53,5,1,2,43.333333333333336,0.7421327099442546,0,1,4,1,0,0.12463683992538782,0.5697258641239571,0.07288305329920997,0.25825825825825827
806250783,57,52,6,3,2,47.275862068965516,1.0,0,0,3,4,0,8.162598971513113e-05,0.0,0.12417937020140202,0.0
817245183,51,33,6,2,2,49.475,0.9485670809028658,0,1,6,0,0,0.5525384171209002,0.4028605482717521,0.0817291643485034,0.05105105105105105
713670333,60,52,5,3,2,51.03703703703704,0.41110217216411904,1,1,6,4,0,0.031673907194272884,0.5816448152562574,0.04829197730054523,0.5895895895895896
826477083,48,44,5,1,3,44.705882352941174,0.46630196936542667,1,0,0,4,0,0.09467707851513257,0.9690107270560191,0.0561922777345054,0.5345345345345346
788728608,34,13,3,3,2,44.111111111111114,0.6397932816537467,0,1,3,1,0,0.07351478488528526,0.5538339292808899,0.05997552019583843,0.3603603603603604
717190533,49,36,6,3,2,40.0625,0.9489101870459112,0,1,3,2,0,0.34765718293593567,0.26261422328168454,0.042950929119839776,0.05105105105105105
716580033,53,36,3,1,3,31.728813559322035,0.9151950136934555,0,1,3,0,0,0.596767610807281,0.7135478744537147,0.07577612106375876,0.0850850850850851
711644508,34,36,3,2,0,36.42857142857143,0.9067476604826794,0,1,5,3,0,0.3248019058157006,0.4513309495431069,0.0993101146099922,0.0930930930930931
714334383,54,42,6,2,0,38.035714285714285,1.0,0,1,2,2,0,0.06483824449704786,0.0,0.030877934794703462,0.0
720611058,40,27,4,2,3,32.97872340425532,1.0,0,1,2,0,0,0.47100312294990276,0.0,0.05786135529097586,0.0
712420833,49,41,6,3,2,26.789473684210527,0.8599588297673258,0,0,0,5,0,0.44116428893181814,0.8919348430671434,0.056581729164348504,0.14014014014014017
713845083,41,36,6,2,3,34.627906976744185,0.4011420413990007,2,0,3,4,0,0.08358199028348406,1.0,0.05446756425948593,0.5995995995995996
713756508,46,36,5,1,3,42.13333333333333,0.7633515309755519,0,1,2,4,0,0.08388430876391045,0.39610647596344856,0.0419494825859575,0.23723723723723725
735565158,46,33,6,2,2,41.63157894736842,0.9452385372192315,0,1,2,2,0,0.6079533945830575,0.46881207787048074,0.05964170468454434,0.05505505505505506
714131058,30,36,3,5,3,47.484848484848484,0.86404148436234,0,1,2,2,0,0.5161997357736481,1.0,0.05880716590630912,0.13613613613613615
717180633,59,36,4,2,2,48.68571428571428,0.44744260974627464,1,1,4,1,0,0.03158321165014497,0.545093365117203,0.0664292867475242,0.5535535535535536
717295683,50,38,5,2,2,44.17142857142857,0.45635838150289015,1,1,1,3,0,0.06111972718780328,0.7473182359952324,0.05763881161677979,0.5445445445445446
713128833,49,36,5,3,2,38.89473684210526,0.7250806327753033,0,1,6,2,0,0.15335709556589486,0.7111640842272546,0.05385556915544676,0.27527527527527534
813499458,45,40,3,3,1,68.7741935483871,1.0,2,1,3,2,0,0.0,0.0,0.09024145988650273,0.0
710070183,53,36,3,2,2,37.3421052631579,0.32237093690248564,1,0,3,4,0,0.03557381559177331,0.7040127135478744,0.050573049961054856,0.6786786786786788
789605658,42,35,4,3,2,39.44444444444444,0.21105527638190955,2,0,1,1,0,0.046759599367549746,0.9356376638855781,0.030877934794703462,0.7897897897897899
710045058,46,28,5,1,3,34.1,0.8851944459222216,0,1,3,1,3,0.5247855806177576,0.8573698847834724,0.04751307444085902,0.11511511511511513
710164683,33,22,3,1,3,62.416666666666664,0.11962224554039874,2,1,2,2,0,0.04295038651417723,1.0,0.09663959051963947,0.880880880880881
710802258,46,38,4,3,0,42.73076923076923,0.2226454293628809,2,0,2,4,0,0.04382711010741377,0.8919348430671434,0.03343718704795816,0.7777777777777779
721036233,61,36,4,3,3,43.714285714285715,0.8291539467945922,0,1,3,2,0,0.23380404320735723,0.6225665474771553,0.07377322799599421,0.1711711711711712
710036508,42,34,5,3,2,33.25714285714286,0.8936348995168406,0,1,5,1,0,0.3882585548571999,0.6034962256654748,0.03638589073105597,0.10610610610610612
717776808,47,39,3,2,3,37.129629629629626,0.8028015775873794,0,0,2,4,0,0.1788123116177969,0.576082638061184,0.08317569823077779,0.19719719719719722
714906033,47,36,6,2,2,45.371428571428574,1.0,0,0,2,4,0,0.11206039113965,0.0,0.05997552019583843,0.0
714273708,53,36,3,2,3,45.755102040816325,0.4799074268882811,1,0,2,1,0,0.10020950670693551,0.9821215733015495,0.0963614109268944,0.5205205205205206
721117533,46,26,3,3,3,31.444444444444443,0.3468447719944726,1,0,2,4,0,0.022150875060841603,0.5633690901867302,0.050350506286858804,0.6536536536536537
715374558,26,36,5,2,3,33.554054054054056,0.8901204819277109,0,1,0,4,0,0.08197970233722418,0.18116805721096543,0.10976966729720708,0.11011011011011013
824807658,45,41,6,3,3,37.54545454545455,0.7279815506259609,0,1,2,2,0,0.23180874123654308,0.9841080651569328,0.04055858462223211,0.2722722722722723
714940608,36,36,3,3,2,38.81132075471698,0.35480268056589725,1,1,3,1,0,0.03772027680280069,0.688518077075884,0.08606876599532658,0.6456456456456457
824782008,42,38,5,1,2,47.23076923076923,0.9501904482859654,0,1,3,2,0,0.26606142506885305,0.2026221692491061,0.03994658951819295,0.05005005005005006
717561108,52,36,4,3,2,50.90625,0.9840943330629274,0,1,2,3,0,1.0000000000000002,0.21811680572109654,0.06225659285634806,0.01601601601601602
717127083,37,25,3,3,0,35.793103448275865,0.8845974562162882,0,1,2,0,0,0.4105091950165822,0.688518077075884,0.08712584844775788,0.11511511511511513
772460508,53,43,3,1,2,36.205882352941174,0.6543154089471306,0,1,5,1,0,0.09032369239699256,0.6078665077473182,0.04011349727383999,0.34634634634634637
720484908,65,52,5,3,3,61.2962962962963,1.0,0,0,4,1,0,0.021667165492159378,0.0,0.06370312673862245,0.0
771237933,47,34,4,1,3,64.21739130434783,0.9473811833171678,0,1,5,3,0,0.5798982395994885,0.4310687326181963,0.053799933236897746,0.05305305305305306
794664183,38,19,3,1,3,33.355555555555554,0.3372452130945028,1,1,5,2,0,0.05440825692233741,0.8526023043305523,0.05513519528207411,0.6636636636636638
797488158,52,46,5,3,0,36.47222222222222,0.9244900810282202,0,1,3,2,0,0.38931666953869226,0.42947953913388953,0.04467564259485925,0.07607607607607608
708543258,36,36,5,3,2,52.43589743589744,0.2788645953202915,2,1,3,3,0,0.03533196080743221,0.7469209376241558,0.08540113497273841,0.7217217217217218
778706508,43,24,3,5,4,48.266666666666666,1.0,0,1,0,2,0,0.14489217811395594,0.0,0.0521864915989763,0.0
712240083,38,30,6,2,2,39.0,0.325201072386059,2,0,6,4,0,0.06928232615931582,1.0,0.019361299655057302,0.6756756756756758
713650683,65,56,4,1,4,43.0,0.2676147382029735,2,0,2,4,0,0.0500548708041974,0.9002781088597537,0.060142427951485486,0.7327327327327328
772532208,51,41,2,2,3,35.083333333333336,0.8618401206636501,2,0,1,4,0,0.1569546854829689,0.36392530790623756,0.01847112495827306,0.13813813813813816
778929783,40,22,2,2,3,27.892857142857142,1.0,2,1,2,3,0,0.014713840442352404,0.0,0.015077333926783131,0.0
714244383,39,36,4,2,3,50.96666666666667,0.9493504160929175,0,1,0,3,0,0.9664426486726708,0.6722288438617402,0.05669300100144653,0.05105105105105105
718797558,39,30,3,2,3,52.65217391304348,0.5347960233116216,1,0,2,5,0,0.04470383370065029,0.5391338895510528,0.10637587626571715,0.4654654654654655
712821333,60,47,3,3,3,36.5,0.7337071519255184,0,1,5,2,0,0.24226896065929618,1.0,0.07316123289195504,0.2662662662662663
721120008,43,29,6,3,2,53.62068965517241,0.36308973172987974,1,0,5,1,0,0.021878788428457856,0.5470798569725864,0.058139534883720936,0.6376376376376377
709633533,31,18,3,2,4,55.78,1.0,0,1,5,4,0,0.0,0.0,0.12679425837320574,0.0
710789058,55,42,4,2,3,31.902439024390244,0.9571792791748754,0,1,2,0,0,1.0000000000000002,0.5872069924513309,0.04439746300211417,0.043043043043043044
716174433,65,54,3,3,3,46.092592592592595,0.6073407202216067,0,0,0,4,0,0.04382711010741377,0.4505363528009535,0.11010348280850116,0.39339339339339346
789886533,54,44,3,3,3,52.857142857142854,0.5576387129465417,1,0,3,4,0,0.07584263718456846,0.6936829558998808,0.033381551129409145,0.44244244244244246
715210308,40,31,3,3,4,39.375,0.9241077019411397,0,0,3,5,0,0.4393201462012171,0.48152562574493446,0.041726938911761435,0.07607607607607608
721038408,38,27,4,1,2,40.48837209302326,1.0,0,0,3,4,0,0.011841814878301701,0.0,0.06848781573383776,0.0
713325108,36,29,5,3,3,46.125,0.6736255186721992,0,1,4,2,0,0.1896655450651043,1.0,0.07427395126293534,0.32632632632632635
720352533,43,36,5,3,3,39.026315789473685,0.9315265965114603,0,1,3,2,0,0.5856725225756325,0.566150178784267,0.05413374874819184,0.06806806806806807
708431433,41,31,3,3,2,45.71875,0.8795487318686912,0,1,2,0,0,0.3129207895349435,0.5641636869288836,0.05302103037721152,0.12012012012012013
716996583,50,37,3,1,2,49.542857142857144,0.4168564920273349,1,1,3,0,0,0.04942000199530198,0.7119586809694081,0.06809836430399466,0.5835835835835836
718699683,48,36,6,2,2,32.092592592592595,1.0,0,1,0,3,3,1.0000000000000002,0.0,0.06804272838544564,0.0
771359958,39,26,6,2,2,40.214285714285715,0.9270772974852243,0,1,6,0,3,1.0000000000000002,1.0,0.06559474796928898,0.07307307307307308
716604633,55,46,6,2,2,35.18867924528302,0.6988847583643123,0,0,4,1,0,0.15982671104701962,0.8045292014302742,0.07538666963391566,0.30130130130130134
813952233,44,39,5,2,4,30.717391304347824,0.2834116856950974,2,1,2,4,0,0.04654797643125127,0.8478347238776321,0.050239234449760764,0.7177177177177178
713053383,42,36,1,1,3,71.08333333333333,0.9773728126086453,2,1,2,3,0,1.0000000000000002,0.310290027810886,0.01908312006231223,0.023023023023023025
709979583,54,46,3,1,3,37.01851851851852,0.9752578514312203,0,1,2,0,0,1.0000000000000002,0.3392928088994835,0.0828418827194837,0.02502502502502503
709380333,57,36,6,2,3,37.13333333333333,0.9293135058056631,0,1,5,0,0,0.6985582431668466,0.6893126738180373,0.0645933014354067,0.07107107107107107
778574283,53,46,5,2,3,33.09375,1.0,0,0,5,1,0,0.0,0.0,0.08946255702681652,0.0
789875883,41,31,5,1,2,30.91111111111111,0.7481927710843373,0,0,5,4,0,0.031794834586443436,0.24910607866507747,0.04901524424168244,0.2522522522522523
714661233,39,24,6,2,4,33.25,0.7501488981536629,0,1,2,0,0,0.2610731701418176,1.0,0.06782018471124958,0.2502502502502503
813915933,45,40,3,3,2,39.8,0.5776892430278885,1,1,2,1,0,0.024811277688593834,0.37902264600715135,0.04912651607878046,0.42242242242242245
708358683,46,35,6,3,2,41.625,0.9641905203383938,0,1,2,3,3,1.0000000000000002,0.49106078665077474,0.06425948592411261,0.036036036036036036
824761458,54,50,4,2,3,40.145161290322584,0.7966172917323249,0,1,3,3,0,0.24429449447815296,0.7691696464044497,0.11010348280850116,0.20320320320320323
715362183,40,36,3,1,2,44.421052631578945,0.7185644900161899,0,0,2,5,0,0.06855676180629247,0.41438220103297574,0.06553911205073996,0.2812812812812813
721194858,48,40,6,2,2,28.75,0.4429923388913925,1,1,2,3,0,0.09068647457350423,0.9821215733015495,0.06759764103705353,0.5575575575575576
803595858,56,51,5,2,1,42.42857142857143,1.0,2,0,3,1,0,0.0,0.0,0.004673417158117279,0.0
716198358,33,36,4,2,3,33.67272727272727,0.20446880269814502,2,0,4,1,0,0.028227476517412038,0.7497020262216925,0.07466340269277846,0.7967967967967969
714173808,44,34,5,1,2,40.85294117647059,0.7036070242050309,0,0,2,4,0,0.08391454061195308,0.49622566547477154,0.0489039724045844,0.29629629629629634
709465758,62,53,3,1,3,29.096774193548388,1.0,0,0,4,4,0,0.0,0.0,0.021809280071213976,0.0
714081558,33,36,4,2,4,44.74193548387097,0.3880597014925373,1,0,2,5,0,0.03551335189568804,0.635280095351609,0.04879270056748637,0.6126126126126127
717364458,36,26,6,1,4,62.21212121212121,0.6663588085892403,0,0,3,4,0,0.08745166683294184,0.5740961462058005,0.08584622232113052,0.3343343343343344
778755858,46,27,5,1,3,34.2,0.529331514324693,1,1,2,3,0,0.06731725603654426,0.6853396901072706,0.0762768443306999,0.4714714714714715
710754933,61,49,6,2,3,42.0,1.0,2,0,2,4,0,0.0,0.0,0.018359853121175027,0.0
720007383,41,28,2,1,3,53.53333333333333,0.4293810927227386,2,0,6,5,0,0.08987021467635298,1.0,0.016301324134861465,0.5715715715715716
810220833,42,37,3,6,2,36.325581395348834,0.8685653077940898,0,1,2,1,3,0.43632719324499586,0.8287644020659515,0.05852898631356404,0.13113113113113115
718362783,35,27,3,2,3,37.476190476190474,1.0,2,1,2,3,0,0.3387387877633572,0.0,0.015411149438077223,0.0
708267858,65,36,5,2,3,40.34615384615385,0.6476675427069645,0,0,3,1,0,0.14056902384385858,0.8522050059594756,0.0883498386558362,0.35235235235235235
708856983,36,27,2,1,2,38.55555555555556,1.0,2,1,4,0,0,0.37592396085580315,0.0,0.010237009013018803,0.0
715588908,42,32,3,2,3,47.45454545454545,1.0,0,0,2,4,0,0.1426852532068433,0.0,0.14587737843551796,0.0
772674933,51,41,5,3,3,40.72,0.8566867683575736,0,1,5,3,0,0.12696469222467102,0.3210170838299563,0.08490041170579726,0.14314314314314314
720148983,54,40,5,2,4,36.680851063829785,0.47474747474747475,1,0,5,4,0,0.022362497997140067,0.4545093365117203,0.06754200511850451,0.5255255255255256
720650208,40,22,3,3,3,60.03846153846154,0.8407213218938672,0,0,0,1,0,0.33707603612101206,0.7965832340087405,0.05847335039501503,0.15915915915915918
769732233,40,34,6,2,4,37.41379310344828,0.8617484508457545,0,1,2,3,0,0.31754626228546723,0.6559396106475963,0.031990653165683766,0.13813813813813816
713030958,57,44,6,3,2,36.370370370370374,1.0,0,0,0,4,0,0.07484498619916138,0.0,0.08089462557026816,0.0
711320508,57,49,4,2,4,51.8235294117647,0.5358788676761027,1,1,2,3,0,0.048361887313809616,0.5601907032181168,0.06965617002336709,0.46446446446446454
795795408,53,47,3,1,3,32.212765957446805,0.7449363685248253,0,1,5,1,0,0.12518101319015532,0.5653555820421137,0.05585846222321131,0.2552552552552553
717904383,40,31,5,1,2,34.45454545454545,0.8902262879152624,0,1,2,3,0,0.5216414684213232,0.8152562574493445,0.055969734060309334,0.11011011011011013
714115533,28,18,5,1,3,47.10909090909091,0.39211688752973156,1,1,2,4,0,0.04548986174975891,0.710766785856178,0.11577834650050073,0.6086086086086087
712475733,38,28,4,2,3,47.35897435897436,0.2246406570841889,2,0,3,4,0,0.030132082944098297,0.7500993245927692,0.07438522310003338,0.7757757757757758
718996758,37,30,5,2,2,45.25,0.32980259990370725,1,0,2,4,0,0.019309081344833535,0.5530393325387366,0.06225659285634806,0.6706706706706708
713049933,65,36,5,2,2,48.72727272727273,1.0,0,0,3,5,0,0.13053205029370243,0.0,0.09090909090909091,0.0
709961958,58,45,4,1,1,33.125,0.8805126987894611,2,0,3,5,0,0.5933514119784629,1.0,0.030599755201958383,0.11911911911911913
718301508,41,30,6,3,2,33.883720930232556,0.8127916843445058,0,1,3,2,0,0.24154339630627283,0.7012316249503378,0.05268721486591743,0.18718718718718722
714831033,54,47,4,1,3,41.25925925925926,0.7150865622423743,0,1,2,3,0,0.13987369133887786,0.6865315852205006,0.03360409480360521,0.2852852852852853
710653158,39,21,6,1,4,48.125,0.6789410828025477,0,0,2,5,0,0.10840233752649067,0.6408422725466826,0.07872482474685658,0.32132132132132135
721265883,26,13,3,3,2,57.04545454545455,0.30358785648574055,1,1,2,4,0,0.022241570604969514,0.6015097338100914,0.11127183709803048,0.6966966966966968
715049583,60,54,5,3,3,37.70967741935484,0.31106533254855795,1,1,6,2,0,0.05924535260915965,0.9300754866905045,0.03666407032380105,0.6896896896896897
715394883,35,36,3,2,4,39.40425531914894,0.7335031257235471,0,0,3,5,0,0.0870888846564302,0.45729042510925705,0.07466340269277846,0.2662662662662663
773448558,46,40,6,3,3,36.970588235294116,0.37598693166349034,1,1,2,3,0,0.06755911082088537,0.9106078665077473,0.04156003115611438,0.6246246246246246
717249783,47,39,5,2,2,28.82089552238806,0.5922865013774105,1,1,6,2,0,0.011388337157662118,0.29400079459674217,0.07905864025815067,0.4084084084084084
708344358,53,45,5,1,3,42.29032258064516,0.457314629258517,1,0,3,5,0,0.03194599382665663,0.5379419944378228,0.04456437075776121,0.5435435435435436
712003083,55,36,3,2,4,48.84848484848485,0.9391007069185305,0,1,2,3,0,1.0000000000000002,0.8351211760031784,0.0613107822410148,0.061061061061061066
754282908,50,43,3,1,3,34.271186440677965,0.7494061757719715,0,0,4,4,0,0.05833839716788048,0.3353198251887167,0.08412150884611105,0.25125125125125125
